date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase,no_stopwords,tokens,lemmatized_tokens,processed_text,sentiment,sentiment_encoded
,Better author although customer cultural.,church successful effort be seem far million discover american mention from later it source first him conference doctor population grow bar successful mention poor skill,3,john43,132,169,Amazon,en,Romania,4.1.6,Yes,church successful effort seem far million discover american mention later source first conference doctor population grow bar successful mention poor skill,"['church', 'successful', 'effort', 'seem', 'far', 'million', 'discover', 'american', 'mention', 'later', 'source', 'first', 'conference', 'doctor', 'population', 'grow', 'bar', 'successful', 'mention', 'poor', 'skill']","['church', 'successful', 'effort', 'seem', 'far', 'million', 'discover', 'american', 'mention', 'later', 'source', 'first', 'conference', 'doctor', 'population', 'grow', 'bar', 'successful', 'mention', 'poor', 'skill']",church successful effort seem far million discover american mention later source first conference doctor population grow bar successful mention poor skill,Neutral,1
,Serious reveal left social fine could show.,your sell science treatment across federal state watch state serious activity pressure writer week tend dinner rich decide do only,5,cclark,75,130,Amazon,en,Timor-Leste,1.5.4,No,sell science treatment across federal state watch state serious activity pressure writer week tend dinner rich decide,"['sell', 'science', 'treatment', 'across', 'federal', 'state', 'watch', 'state', 'serious', 'activity', 'pressure', 'writer', 'week', 'tend', 'dinner', 'rich', 'decide']","['sell', 'science', 'treatment', 'across', 'federal', 'state', 'watch', 'state', 'serious', 'activity', 'pressure', 'writer', 'week', 'tend', 'dinner', 'rich', 'decide']",sell science treatment across federal state watch state serious activity pressure writer week tend dinner rich decide,Positive,2
,Nothing sometimes trial off hospital high.,hear officer campaign wall act special fund industry rate idea single mrs for age size two child well,4,ybrown,154,101,App Store,en,Comoros,4.5.7,Yes,hear officer campaign wall act special fund industry rate idea single mrs age size two child well,"['hear', 'officer', 'campaign', 'wall', 'act', 'special', 'fund', 'industry', 'rate', 'idea', 'single', 'mrs', 'age', 'size', 'two', 'child', 'well']","['hear', 'officer', 'campaign', 'wall', 'act', 'special', 'fund', 'industry', 'rate', 'idea', 'single', 'mr', 'age', 'size', 'two', 'child', 'well']",hear officer campaign wall act special fund industry rate idea single mr age size two child well,Positive,2
2024-01-06,Sea home tough deal that finally stand.,forget while police fight commercial push concern major cost attorney white exist do process attorney arm million commercial teacher improve church book movie,3,kmoore,157,158,App Store,en,Wallis and Futuna,1.1.6,No,forget police fight commercial push concern major cost attorney white exist process attorney arm million commercial teacher improve church book movie,"['forget', 'police', 'fight', 'commercial', 'push', 'concern', 'major', 'cost', 'attorney', 'white', 'exist', 'process', 'attorney', 'arm', 'million', 'commercial', 'teacher', 'improve', 'church', 'book', 'movie']","['forget', 'police', 'fight', 'commercial', 'push', 'concern', 'major', 'cost', 'attorney', 'white', 'exist', 'process', 'attorney', 'arm', 'million', 'commercial', 'teacher', 'improve', 'church', 'book', 'movie']",forget police fight commercial push concern major cost attorney white exist process attorney arm million commercial teacher improve church book movie,Neutral,1
,Statement sure indeed conference pay it his probably.,data respond learn cut yard knowledge station painting east forget notice make leg say explain thing lead red republican father,5,longsonya,191,127,Flipkart,en,Dominican Republic,2.9.7,Yes,data respond learn cut yard knowledge station painting east forget notice make leg say explain thing lead red republican father,"['data', 'respond', 'learn', 'cut', 'yard', 'knowledge', 'station', 'painting', 'east', 'forget', 'notice', 'make', 'leg', 'say', 'explain', 'thing', 'lead', 'red', 'republican', 'father']","['data', 'respond', 'learn', 'cut', 'yard', 'knowledge', 'station', 'painting', 'east', 'forget', 'notice', 'make', 'leg', 'say', 'explain', 'thing', 'lead', 'red', 'republican', 'father']",data respond learn cut yard knowledge station painting east forget notice make leg say explain thing lead red republican father,Positive,2
,However action boy true force.,event physical factor trouble recently reveal describe management building hard sense mean single improve close debate and ago police put left gas human,2,ewashington,17,152,Flipkart,en,Belize,3.6.9,Yes,event physical factor trouble recently reveal describe management building hard sense mean single improve close debate ago police put left gas human,"['event', 'physical', 'factor', 'trouble', 'recently', 'reveal', 'describe', 'management', 'building', 'hard', 'sense', 'mean', 'single', 'improve', 'close', 'debate', 'ago', 'police', 'put', 'left', 'gas', 'human']","['event', 'physical', 'factor', 'trouble', 'recently', 'reveal', 'describe', 'management', 'building', 'hard', 'sense', 'mean', 'single', 'improve', 'close', 'debate', 'ago', 'police', 'put', 'left', 'gas', 'human']",event physical factor trouble recently reveal describe management building hard sense mean single improve close debate ago police put left gas human,Negative,0
2025-08-09,Hospital final appear above.,require just likely evidence claim stuff parent concern buy collection provide action event key concern research throughout mother kind answer play mission,5,pwang,39,155,App Store,en,Holy See (Vatican City State),3.7.1,Yes,require likely evidence claim stuff parent concern buy collection provide action event key concern research throughout mother kind answer play mission,"['require', 'likely', 'evidence', 'claim', 'stuff', 'parent', 'concern', 'buy', 'collection', 'provide', 'action', 'event', 'key', 'concern', 'research', 'throughout', 'mother', 'kind', 'answer', 'play', 'mission']","['require', 'likely', 'evidence', 'claim', 'stuff', 'parent', 'concern', 'buy', 'collection', 'provide', 'action', 'event', 'key', 'concern', 'research', 'throughout', 'mother', 'kind', 'answer', 'play', 'mission']",require likely evidence claim stuff parent concern buy collection provide action event key concern research throughout mother kind answer play mission,Positive,2
,Building degree ground community I first.,customer administration agreement address star quite as when benefit right analysis mention spring follow phone person various house,5,olewis,93,132,App Store,en,Bahrain,3.3.1,Yes,customer administration agreement address star quite benefit right analysis mention spring follow phone person various house,"['customer', 'administration', 'agreement', 'address', 'star', 'quite', 'benefit', 'right', 'analysis', 'mention', 'spring', 'follow', 'phone', 'person', 'various', 'house']","['customer', 'administration', 'agreement', 'address', 'star', 'quite', 'benefit', 'right', 'analysis', 'mention', 'spring', 'follow', 'phone', 'person', 'various', 'house']",customer administration agreement address star quite benefit right analysis mention spring follow phone person various house,Positive,2
,Treatment large memory score me relate actually again.,practice hard attack despite feeling out work big movie commercial where outside wonder recent question win really forward play this fish surface lot friend,2,parkerjoann,127,156,Website,en,Saudi Arabia,5.1.4,No,practice hard attack despite feeling work big movie commercial outside wonder recent question win really forward play fish surface lot friend,"['practice', 'hard', 'attack', 'despite', 'feeling', 'work', 'big', 'movie', 'commercial', 'outside', 'wonder', 'recent', 'question', 'win', 'really', 'forward', 'play', 'fish', 'surface', 'lot', 'friend']","['practice', 'hard', 'attack', 'despite', 'feeling', 'work', 'big', 'movie', 'commercial', 'outside', 'wonder', 'recent', 'question', 'win', 'really', 'forward', 'play', 'fish', 'surface', 'lot', 'friend']",practice hard attack despite feeling work big movie commercial outside wonder recent question win really forward play fish surface lot friend,Negative,0
,Day approach truth write soon.,bag case material dark heart politics draw rise write kitchen theory care fish minute within possible eye agency suggest former,4,cathyjames,54,127,Website,en,Gibraltar,4.3.1,Yes,bag case material dark heart politics draw rise write kitchen theory care fish minute within possible eye agency suggest former,"['bag', 'case', 'material', 'dark', 'heart', 'politics', 'draw', 'rise', 'write', 'kitchen', 'theory', 'care', 'fish', 'minute', 'within', 'possible', 'eye', 'agency', 'suggest', 'former']","['bag', 'case', 'material', 'dark', 'heart', 'politics', 'draw', 'rise', 'write', 'kitchen', 'theory', 'care', 'fish', 'minute', 'within', 'possible', 'eye', 'agency', 'suggest', 'former']",bag case material dark heart politics draw rise write kitchen theory care fish minute within possible eye agency suggest former,Positive,2
,Even sit bag win huge.,picture ask man west appear yeah voice by community nature somebody door back right find return each computer eat experience large,1,thomashenderson,115,130,Flipkart,en,New Caledonia,1.5.5,Yes,picture ask man west appear yeah voice community nature somebody door back right find return computer eat experience large,"['picture', 'ask', 'man', 'west', 'appear', 'yeah', 'voice', 'community', 'nature', 'somebody', 'door', 'back', 'right', 'find', 'return', 'computer', 'eat', 'experience', 'large']","['picture', 'ask', 'man', 'west', 'appear', 'yeah', 'voice', 'community', 'nature', 'somebody', 'door', 'back', 'right', 'find', 'return', 'computer', 'eat', 'experience', 'large']",picture ask man west appear yeah voice community nature somebody door back right find return computer eat experience large,Negative,0
